t,x,y,heading,turret_yaw,pitch,target_x,target_y,target_z
0.0000,2.0000,0.0000,3.1416,3.1416,0.7424,0.0000,0.0000,1.8300
0.0200,2.0300,0.0000,3.1416,3.1416,0.7369,0.0000,0.0000,1.8300
0.0400,2.0600,0.0000,3.1416,3.1416,0.7315,0.0000,0.0000,1.8300
0.0600,2.0900,0.0000,3.1416,3.1416,0.7261,0.0000,0.0000,1.8300
0.0800,2.1200,0.0000,3.1416,3.1416,0.7208,0.0000,0.0000,1.8300
0.1000,2.1500,0.0000,3.1416,3.1416,0.7156,0.0000,0.0000,1.8300
0.1200,2.1800,0.0000,3.1416,3.1416,0.7104,0.0000,0.0000,1.8300
0.1400,2.2100,0.0000,3.1416,3.1416,0.7053,0.0000,0.0000,1.8300
0.1600,2.2400,0.0000,3.1416,3.1416,0.7002,0.0000,0.0000,1.8300
0.1800,2.2700,0.0000,3.1416,3.1416,0.6952,0.0000,0.0000,1.8300
0.2000,2.3000,0.0000,3.1416,3.1416,0.6903,0.0000,0.0000,1.8300
0.2200,2.3300,0.0000,3.1416,3.1416,0.6854,0.0000,0.0000,1.8300
0.2400,2.3600,0.0000,3.1416,3.1416,0.6806,0.0000,0.0000,1.8300
0.2600,2.3900,0.0000,3.1416,3.1416,0.6758,0.0000,0.0000,1.8300
0.2800,2.4200,0.0000,3.1416,3.1416,0.6711,0.0000,0.0000,1.8300
0.3000,2.4500,0.0000,3.1416,3.1416,0.6664,0.0000,0.0000,1.8300
0.3200,2.4800,0.0000,3.1416,3.1416,0.6618,0.0000,0.0000,1.8300
0.3400,2.5100,0.0000,3.1416,3.1416,0.6572,0.0000,0.0000,1.8300
0.3600,2.5400,0.0000,3.1416,3.1416,0.6527,0.0000,0.0000,1.8300
0.3800,2.5700,0.0000,3.1416,3.1416,0.6482,0.0000,0.0000,1.8300
0.4000,2.6000,0.0000,3.1416,3.1416,0.6439,0.0000,0.0000,1.8300
0.4200,2.6300,0.0000,3.1416,3.1416,0.6395,0.0000,0.0000,1.8300
0.4400,2.6600,0.0000,3.1416,3.1416,0.6352,0.0000,0.0000,1.8300
0.4600,2.6900,0.0000,3.1416,3.1416,0.6309,0.0000,0.0000,1.8300
0.4800,2.7200,0.0000,3.1416,3.1416,0.6267,0.0000,0.0000,1.8300
0.5000,2.7500,0.0000,3.1416,3.1416,0.6225,0.0000,0.0000,1.8300
0.5200,2.7800,0.0000,3.1416,3.1416,0.6184,0.0000,0.0000,1.8300
0.5400,2.8100,0.0000,3.1416,3.1416,0.6143,0.0000,0.0000,1.8300
0.5600,2.8400,0.0000,3.1416,3.1416,0.6103,0.0000,0.0000,1.8300
0.5800,2.8700,0.0000,3.1416,3.1416,0.6063,0.0000,0.0000,1.8300
0.6000,2.9000,0.0000,3.1416,3.1416,0.6024,0.0000,0.0000,1.8300
0.6200,2.9300,0.0000,3.1416,3.1416,0.5984,0.0000,0.0000,1.8300
0.6400,2.9600,0.0000,3.1416,3.1416,0.5946,0.0000,0.0000,1.8300
0.6600,2.9900,0.0000,3.1416,3.1416,0.5908,0.0000,0.0000,1.8300
0.6800,3.0200,0.0000,3.1416,3.1416,0.5870,0.0000,0.0000,1.8300
0.7000,3.0500,0.0000,3.1416,3.1416,0.5833,0.0000,0.0000,1.8300
0.7200,3.0800,0.0000,3.1416,3.1416,0.5796,0.0000,0.0000,1.8300
0.7400,3.1100,0.0000,3.1416,3.1416,0.5759,0.0000,0.0000,1.8300
0.7600,3.1400,0.0000,3.1416,3.1416,0.5723,0.0000,0.0000,1.8300
0.7800,3.1700,0.0000,3.1416,3.1416,0.5687,0.0000,0.0000,1.8300
0.8000,3.2000,0.0000,3.1416,3.1416,0.5652,0.0000,0.0000,1.8300
0.8200,3.2300,0.0000,3.1416,3.1416,0.5617,0.0000,0.0000,1.8300
0.8400,3.2600,0.0000,3.1416,3.1416,0.5582,0.0000,0.0000,1.8300
0.8600,3.2900,0.0000,3.1416,3.1416,0.5548,0.0000,0.0000,1.8300
0.8800,3.3200,0.0000,3.1416,3.1416,0.5514,0.0000,0.0000,1.8300
0.9000,3.3500,0.0000,3.1416,3.1416,0.5480,0.0000,0.0000,1.8300
0.9200,3.3800,0.0000,3.1416,3.1416,0.5447,0.0000,0.0000,1.8300
0.9400,3.4100,0.0000,3.1416,3.1416,0.5414,0.0000,0.0000,1.8300
0.9600,3.4400,0.0000,3.1416,3.1416,0.5382,0.0000,0.0000,1.8300
0.9800,3.4700,0.0000,3.1416,3.1416,0.5350,0.0000,0.0000,1.8300
1.0000,3.5000,0.0000,3.1416,3.1416,0.5318,0.0000,0.0000,1.8300
1.0200,3.5300,0.0000,3.1416,3.1416,0.5286,0.0000,0.0000,1.8300
1.0400,3.5600,0.0000,3.1416,3.1416,0.5255,0.0000,0.0000,1.8300
1.0600,3.5900,0.0000,3.1416,3.1416,0.5224,0.0000,0.0000,1.8300
1.0800,3.6200,0.0000,3.1416,3.1416,0.5193,0.0000,0.0000,1.8300
1.1000,3.6500,0.0000,3.1416,3.1416,0.5163,0.0000,0.0000,1.8300
1.1200,3.6800,0.0000,3.1416,3.1416,0.5133,0.0000,0.0000,1.8300
1.1400,3.7100,0.0000,3.1416,3.1416,0.5104,0.0000,0.0000,1.8300
1.1600,3.7400,0.0000,3.1416,3.1416,0.5074,0.0000,0.0000,1.8300
1.1800,3.7700,0.0000,3.1416,3.1416,0.5045,0.0000,0.0000,1.8300
1.2000,3.8000,0.0000,3.1416,3.1416,0.5016,0.0000,0.0000,1.8300
1.2200,3.8300,0.0000,3.1416,3.1416,0.4988,0.0000,0.0000,1.8300
1.2400,3.8600,0.0000,3.1416,3.1416,0.4959,0.0000,0.0000,1.8300
1.2600,3.8900,0.0000,3.1416,3.1416,0.4932,0.0000,0.0000,1.8300
1.2800,3.9200,0.0000,3.1416,3.1416,0.4904,0.0000,0.0000,1.8300
1.3000,3.9500,0.0000,3.1416,3.1416,0.4877,0.0000,0.0000,1.8300
1.3200,3.9800,0.0000,3.1416,3.1416,0.4849,0.0000,0.0000,1.8300
1.3400,4.0100,0.0000,3.1416,3.1416,0.4822,0.0000,0.0000,1.8300
1.3600,4.0400,0.0000,3.1416,3.1416,0.4796,0.0000,0.0000,1.8300
1.3800,4.0700,0.0000,3.1416,3.1416,0.4769,0.0000,0.0000,1.8300
1.4000,4.1000,0.0000,3.1416,3.1416,0.4743,0.0000,0.0000,1.8300
1.4200,4.1300,0.0000,3.1416,3.1416,0.4718,0.0000,0.0000,1.8300
1.4400,4.1600,0.0000,3.1416,3.1416,0.4692,0.0000,0.0000,1.8300
1.4600,4.1900,0.0000,3.1416,3.1416,0.4667,0.0000,0.0000,1.8300
1.4800,4.2200,0.0000,3.1416,3.1416,0.4642,0.0000,0.0000,1.8300
1.5000,4.2500,0.0000,3.1416,3.1416,0.4617,0.0000,0.0000,1.8300
1.5200,4.2800,0.0000,3.1416,3.1416,0.4592,0.0000,0.0000,1.8300
1.5400,4.3100,0.0000,3.1416,3.1416,0.4568,0.0000,0.0000,1.8300
1.5600,4.3400,0.0000,3.1416,3.1416,0.4543,0.0000,0.0000,1.8300
1.5800,4.3700,0.0000,3.1416,3.1416,0.4520,0.0000,0.0000,1.8300
1.6000,4.4000,0.0000,3.1416,3.1416,0.4496,0.0000,0.0000,1.8300
1.6200,4.4300,0.0000,3.1416,3.1416,0.4473,0.0000,0.0000,1.8300
1.6400,4.4600,0.0000,3.1416,3.1416,0.4449,0.0000,0.0000,1.8300
1.6600,4.4900,0.0000,3.1416,3.1416,0.4426,0.0000,0.0000,1.8300
1.6800,4.5200,0.0000,3.1416,3.1416,0.4403,0.0000,0.0000,1.8300
1.7000,4.5500,0.0000,3.1416,3.1416,0.4381,0.0000,0.0000,1.8300
1.7200,4.5800,0.0000,3.1416,3.1416,0.4358,0.0000,0.0000,1.8300
1.7400,4.6100,0.0000,3.1416,3.1416,0.4336,0.0000,0.0000,1.8300
1.7600,4.6400,0.0000,3.1416,3.1416,0.4314,0.0000,0.0000,1.8300
1.7800,4.6700,0.0000,3.1416,3.1416,0.4292,0.0000,0.0000,1.8300
1.8000,4.7000,0.0000,3.1416,3.1416,0.4270,0.0000,0.0000,1.8300
1.8200,4.7300,0.0000,3.1416,3.1416,0.4249,0.0000,0.0000,1.8300
1.8400,4.7600,0.0000,3.1416,3.1416,0.4228,0.0000,0.0000,1.8300
1.8600,4.7900,0.0000,3.1416,3.1416,0.4207,0.0000,0.0000,1.8300
1.8800,4.8200,0.0000,3.1416,3.1416,0.4186,0.0000,0.0000,1.8300
1.9000,4.8500,0.0000,3.1416,3.1416,0.4165,0.0000,0.0000,1.8300
1.9200,4.8800,0.0000,3.1416,3.1416,0.4144,0.0000,0.0000,1.8300
1.9400,4.9100,0.0000,3.1416,3.1416,0.4124,0.0000,0.0000,1.8300
1.9600,4.9400,0.0000,3.1416,3.1416,0.4104,0.0000,0.0000,1.8300
1.9800,4.9700,0.0000,3.1416,3.1416,0.4084,0.0000,0.0000,1.8300
2.0000,5.0000,0.0000,3.1416,3.1416,0.4064,0.0000,0.0000,1.8300
2.0200,5.0300,0.0000,3.1416,3.1416,0.4045,0.0000,0.0000,1.8300
2.0400,5.0600,0.0000,3.1416,3.1416,0.4025,0.0000,0.0000,1.8300
2.0600,5.0900,0.0000,3.1416,3.1416,0.4006,0.0000,0.0000,1.8300
2.0800,5.1200,0.0000,3.1416,3.1416,0.3987,0.0000,0.0000,1.8300
2.1000,5.1500,0.0000,3.1416,3.1416,0.3968,0.0000,0.0000,1.8300
2.1200,5.1800,0.0000,3.1416,3.1416,0.3949,0.0000,0.0000,1.8300
2.1400,5.2100,0.0000,3.1416,3.1416,0.3930,0.0000,0.0000,1.8300
2.1600,5.2400,0.0000,3.1416,3.1416,0.3912,0.0000,0.0000,1.8300
2.1800,5.2700,0.0000,3.1416,3.1416,0.3893,0.0000,0.0000,1.8300
2.2000,5.3000,0.0000,3.1416,3.1416,0.3876,0.0000,0.0000,1.8300
2.2200,5.3300,0.0000,3.1416,3.1416,0.3857,0.0000,0.0000,1.8300
2.2400,5.3600,0.0000,3.1416,3.1416,0.3839,0.0000,0.0000,1.8300
2.2600,5.3900,0.0000,3.1416,3.1416,0.3822,0.0000,0.0000,1.8300
2.2800,5.4200,0.0000,3.1416,3.1416,0.3804,0.0000,0.0000,1.8300
2.3000,5.4500,0.0000,3.1416,3.1416,0.3787,0.0000,0.0000,1.8300
2.3200,5.4800,0.0000,3.1416,3.1416,0.3770,0.0000,0.0000,1.8300
2.3400,5.5100,0.0000,3.1416,3.1416,0.3752,0.0000,0.0000,1.8300
2.3600,5.5400,0.0000,3.1416,3.1416,0.3736,0.0000,0.0000,1.8300
2.3800,5.5700,0.0000,3.1416,3.1416,0.3719,0.0000,0.0000,1.8300
2.4000,5.6000,0.0000,3.1416,3.1416,0.3702,0.0000,0.0000,1.8300
2.4200,5.6300,0.0000,3.1416,3.1416,0.3685,0.0000,0.0000,1.8300
2.4400,5.6600,0.0000,3.1416,3.1416,0.3669,0.0000,0.0000,1.8300
2.4600,5.6900,0.0000,3.1416,3.1416,0.3652,0.0000,0.0000,1.8300
2.4800,5.7200,0.0000,3.1416,3.1416,0.3636,0.0000,0.0000,1.8300
2.5000,5.7500,0.0000,3.1416,3.1416,0.3620,0.0000,0.0000,1.8300
2.5200,5.7800,0.0000,3.1416,3.1416,0.3604,0.0000,0.0000,1.8300
2.5400,5.8100,0.0000,3.1416,3.1416,0.3589,0.0000,0.0000,1.8300
2.5600,5.8400,0.0000,3.1416,3.1416,0.3573,0.0000,0.0000,1.8300
2.5800,5.8700,0.0000,3.1416,3.1416,0.3557,0.0000,0.0000,1.8300
2.6000,5.9000,0.0000,3.1416,3.1416,0.3542,0.0000,0.0000,1.8300
2.6200,5.9300,0.0000,3.1416,3.1416,0.3527,0.0000,0.0000,1.8300
2.6400,5.9600,0.0000,3.1416,3.1416,0.3511,0.0000,0.0000,1.8300
2.6600,5.9900,0.0000,3.1416,3.1416,0.3496,0.0000,0.0000,1.8300
2.6800,6.0200,0.0000,3.1416,3.1416,0.3481,0.0000,0.0000,1.8300
2.7000,6.0500,0.0000,3.1416,3.1416,0.3466,0.0000,0.0000,1.8300
2.7200,6.0800,0.0000,3.1416,3.1416,0.3452,0.0000,0.0000,1.8300
2.7400,6.1100,0.0000,3.1416,3.1416,0.3437,0.0000,0.0000,1.8300
2.7600,6.1400,0.0000,3.1416,3.1416,0.3423,0.0000,0.0000,1.8300
2.7800,6.1700,0.0000,3.1416,3.1416,0.3408,0.0000,0.0000,1.8300
2.8000,6.2000,0.0000,3.1416,3.1416,0.3394,0.0000,0.0000,1.8300
2.8200,6.2300,0.0000,3.1416,3.1416,0.3380,0.0000,0.0000,1.8300
2.8400,6.2600,0.0000,3.1416,3.1416,0.3366,0.0000,0.0000,1.8300
2.8600,6.2900,0.0000,3.1416,3.1416,0.3352,0.0000,0.0000,1.8300
2.8800,6.3200,0.0000,3.1416,3.1416,0.3338,0.0000,0.0000,1.8300
2.9000,6.3500,0.0000,3.1416,3.1416,0.3324,0.0000,0.0000,1.8300
2.9200,6.3800,0.0000,3.1416,3.1416,0.3311,0.0000,0.0000,1.8300
2.9400,6.4100,0.0000,3.1416,3.1416,0.3297,0.0000,0.0000,1.8300
2.9600,6.4400,0.0000,3.1416,3.1416,0.3284,0.0000,0.0000,1.8300
2.9800,6.4700,0.0000,3.1416,3.1416,0.3270,0.0000,0.0000,1.8300
3.0000,6.5000,0.0000,3.1416,3.1416,0.3257,0.0000,0.0000,1.8300
3.0200,6.5300,0.0000,3.1416,3.1416,0.3244,0.0000,0.0000,1.8300
3.0400,6.5600,0.0000,3.1416,3.1416,0.3231,0.0000,0.0000,1.8300
3.0600,6.5900,0.0000,3.1416,3.1416,0.3218,0.0000,0.0000,1.8300
3.0800,6.6200,0.0000,3.1416,3.1416,0.3205,0.0000,0.0000,1.8300
3.1000,6.6500,0.0000,3.1416,3.1416,0.3192,0.0000,0.0000,1.8300
3.1200,6.6800,0.0000,3.1416,3.1416,0.3180,0.0000,0.0000,1.8300
3.1400,6.7100,0.0000,3.1416,3.1416,0.3167,0.0000,0.0000,1.8300
3.1600,6.7400,0.0000,3.1416,3.1416,0.3154,0.0000,0.0000,1.8300
3.1800,6.7700,0.0000,3.1416,3.1416,0.3142,0.0000,0.0000,1.8300
3.2000,6.8000,0.0000,3.1416,3.1416,0.3130,0.0000,0.0000,1.8300
3.2200,6.8300,0.0000,3.1416,3.1416,0.3118,0.0000,0.0000,1.8300
3.2400,6.8600,0.0000,3.1416,3.1416,0.3105,0.0000,0.0000,1.8300
3.2600,6.8900,0.0000,3.1416,3.1416,0.3093,0.0000,0.0000,1.8300
3.2800,6.9200,0.0000,3.1416,3.1416,0.3081,0.0000,0.0000,1.8300
3.3000,6.9500,0.0000,3.1416,3.1416,0.3069,0.0000,0.0000,1.8300
3.3200,6.9800,0.0000,3.1416,3.1416,0.3058,0.0000,0.0000,1.8300
3.3400,7.0100,0.0000,3.1416,3.1416,0.3046,0.0000,0.0000,1.8300
3.3600,7.0400,0.0000,3.1416,3.1416,0.3034,0.0000,0.0000,1.8300
3.3800,7.0700,0.0000,3.1416,3.1416,0.3023,0.0000,0.0000,1.8300
3.4000,7.1000,0.0000,3.1416,3.1416,0.3011,0.0000,0.0000,1.8300
3.4200,7.1300,0.0000,3.1416,3.1416,0.3000,0.0000,0.0000,1.8300
3.4400,7.1600,0.0000,3.1416,3.1416,0.2988,0.0000,0.0000,1.8300
3.4600,7.1900,0.0000,3.1416,3.1416,0.2977,0.0000,0.0000,1.8300
3.4800,7.2200,0.0000,3.1416,3.1416,0.2966,0.0000,0.0000,1.8300
3.5000,7.2500,0.0000,3.1416,3.1416,0.2955,0.0000,0.0000,1.8300
3.5200,7.2800,0.0000,3.1416,3.1416,0.2944,0.0000,0.0000,1.8300
3.5400,7.3100,0.0000,3.1416,3.1416,0.2933,0.0000,0.0000,1.8300
3.5600,7.3400,0.0000,3.1416,3.1416,0.2922,0.0000,0.0000,1.8300
3.5800,7.3700,0.0000,3.1416,3.1416,0.2911,0.0000,0.0000,1.8300
3.6000,7.4000,0.0000,3.1416,3.1416,0.2901,0.0000,0.0000,1.8300
3.6200,7.4300,0.0000,3.1416,3.1416,0.2890,0.0000,0.0000,1.8300
3.6400,7.4600,0.0000,3.1416,3.1416,0.2879,0.0000,0.0000,1.8300
3.6600,7.4900,0.0000,3.1416,3.1416,0.2869,0.0000,0.0000,1.8300
3.6800,7.5200,0.0000,3.1416,3.1416,0.2859,0.0000,0.0000,1.8300
3.7000,7.5500,0.0000,3.1416,3.1416,0.2848,0.0000,0.0000,1.8300
3.7200,7.5800,0.0000,3.1416,3.1416,0.2838,0.0000,0.0000,1.8300
3.7400,7.6100,0.0000,3.1416,3.1416,0.2828,0.0000,0.0000,1.8300
3.7600,7.6400,0.0000,3.1416,3.1416,0.2817,0.0000,0.0000,1.8300
3.7800,7.6700,0.0000,3.1416,3.1416,0.2807,0.0000,0.0000,1.8300
3.8000,7.7000,0.0000,3.1416,3.1416,0.2797,0.0000,0.0000,1.8300
3.8200,7.7300,0.0000,3.1416,3.1416,0.2787,0.0000,0.0000,1.8300
3.8400,7.7600,0.0000,3.1416,3.1416,0.2777,0.0000,0.0000,1.8300
3.8600,7.7900,0.0000,3.1416,3.1416,0.2768,0.0000,0.0000,1.8300
3.8800,7.8200,0.0000,3.1416,3.1416,0.2758,0.0000,0.0000,1.8300
3.9000,7.8500,0.0000,3.1416,3.1416,0.2748,0.0000,0.0000,1.8300
3.9200,7.8800,0.0000,3.1416,3.1416,0.2739,0.0000,0.0000,1.8300
3.9400,7.9100,0.0000,3.1416,3.1416,0.2729,0.0000,0.0000,1.8300
3.9600,7.9400,0.0000,3.1416,3.1416,0.2719,0.0000,0.0000,1.8300
3.9800,7.9700,0.0000,3.1416,3.1416,0.2710,0.0000,0.0000,1.8300
4.0000,8.0000,0.0000,3.1416,3.1416,0.2701,0.0000,0.0000,1.8300
4.0200,8.0300,0.0000,3.1416,3.1416,0.2691,0.0000,0.0000,1.8300
4.0400,8.0600,0.0000,3.1416,3.1416,0.2682,0.0000,0.0000,1.8300
4.0600,8.0900,0.0000,3.1416,3.1416,0.2673,0.0000,0.0000,1.8300
4.0800,8.1200,0.0000,3.1416,3.1416,0.2663,0.0000,0.0000,1.8300
4.1000,8.1500,0.0000,3.1416,3.1416,0.2654,0.0000,0.0000,1.8300
4.1200,8.1800,0.0000,3.1416,3.1416,0.2645,0.0000,0.0000,1.8300
4.1400,8.2100,0.0000,3.1416,3.1416,0.2636,0.0000,0.0000,1.8300
4.1600,8.2400,0.0000,3.1416,3.1416,0.2627,0.0000,0.0000,1.8300
4.1800,8.2700,0.0000,3.1416,3.1416,0.2618,0.0000,0.0000,1.8300
4.2000,8.3000,0.0000,3.1416,3.1416,0.2610,0.0000,0.0000,1.8300
4.2200,8.3300,0.0000,3.1416,3.1416,0.2601,0.0000,0.0000,1.8300
4.2400,8.3600,0.0000,3.1416,3.1416,0.2592,0.0000,0.0000,1.8300
4.2600,8.3900,0.0000,3.1416,3.1416,0.2583,0.0000,0.0000,1.8300
4.2800,8.4200,0.0000,3.1416,3.1416,0.2575,0.0000,0.0000,1.8300
4.3000,8.4500,0.0000,3.1416,3.1416,0.2566,0.0000,0.0000,1.8300
4.3200,8.4800,0.0000,3.1416,3.1416,0.2558,0.0000,0.0000,1.8300
4.3400,8.5100,0.0000,3.1416,3.1416,0.2549,0.0000,0.0000,1.8300
4.3600,8.5400,0.0000,3.1416,3.1416,0.2541,0.0000,0.0000,1.8300
4.3800,8.5700,0.0000,3.1416,3.1416,0.2533,0.0000,0.0000,1.8300
4.4000,8.6000,0.0000,3.1416,3.1416,0.2524,0.0000,0.0000,1.8300
4.4200,8.6300,0.0000,3.1416,3.1416,0.2516,0.0000,0.0000,1.8300
4.4400,8.6600,0.0000,3.1416,3.1416,0.2508,0.0000,0.0000,1.8300
4.4600,8.6900,0.0000,3.1416,3.1416,0.2500,0.0000,0.0000,1.8300
4.4800,8.7200,0.0000,3.1416,3.1416,0.2491,0.0000,0.0000,1.8300
4.5000,8.7500,0.0000,3.1416,3.1416,0.2483,0.0000,0.0000,1.8300
4.5200,8.7800,0.0000,3.1416,3.1416,0.2475,0.0000,0.0000,1.8300
4.5400,8.8100,0.0000,3.1416,3.1416,0.2468,0.0000,0.0000,1.8300
4.5600,8.8400,0.0000,3.1416,3.1416,0.2460,0.0000,0.0000,1.8300
4.5800,8.8700,0.0000,3.1416,3.1416,0.2451,0.0000,0.0000,1.8300
4.6000,8.9000,0.0000,3.1416,3.1416,0.2444,0.0000,0.0000,1.8300
4.6200,8.9300,0.0000,3.1416,3.1416,0.2436,0.0000,0.0000,1.8300
4.6400,8.9600,0.0000,3.1416,3.1416,0.2428,0.0000,0.0000,1.8300
4.6600,8.9900,0.0000,3.1416,3.1416,0.2421,0.0000,0.0000,1.8300
4.6800,9.0200,0.0000,3.1416,3.1416,0.2413,0.0000,0.0000,1.8300
4.7000,9.0500,0.0000,3.1416,3.1416,0.2405,0.0000,0.0000,1.8300
4.7200,9.0800,0.0000,3.1416,3.1416,0.2398,0.0000,0.0000,1.8300
4.7400,9.1100,0.0000,3.1416,3.1416,0.2390,0.0000,0.0000,1.8300
4.7600,9.1400,0.0000,3.1416,3.1416,0.2383,0.0000,0.0000,1.8300
4.7800,9.1700,0.0000,3.1416,3.1416,0.2375,0.0000,0.0000,1.8300
4.8000,9.2000,0.0000,3.1416,3.1416,0.2368,0.0000,0.0000,1.8300
4.8200,9.2300,0.0000,3.1416,3.1416,0.2361,0.0000,0.0000,1.8300
4.8400,9.2600,0.0000,3.1416,3.1416,0.2353,0.0000,0.0000,1.8300
4.8600,9.2900,0.0000,3.1416,3.1416,0.2346,0.0000,0.0000,1.8300
4.8800,9.3200,0.0000,3.1416,3.1416,0.2339,0.0000,0.0000,1.8300
4.9000,9.3500,0.0000,3.1416,3.1416,0.2332,0.0000,0.0000,1.8300
4.9200,9.3800,0.0000,3.1416,3.1416,0.2332,0.0000,0.0000,1.8300
4.9400,9.4100,0.0000,3.1416,3.1416,0.2332,0.0000,0.0000,1.8300
4.9600,9.4400,0.0000,3.1416,3.1416,0.2332,0.0000,0.0000,1.8300
4.9800,9.4700,0.0000,3.1416,3.1416,0.2332,0.0000,0.0000,1.8300
5.0000,9.5000,0.0000,3.1416,3.1416,0.2332,0.0000,0.0000,1.8300
