time_s,x_m,y_m,yaw_rad,vx_mps,vy_mps,omega_rads
6.8200,0.3645,5.9206,-1.5762,-0.0928,0.7369,-0.0173
6.8400,0.3627,5.9353,-1.5765,-0.0972,0.7368,-0.0172
6.8600,0.3608,5.9500,-1.5769,-0.1015,0.7367,-0.0172
6.8800,0.3590,5.9647,-1.5772,-0.1059,0.7366,-0.0171
6.9000,0.3567,5.9795,-1.5776,-0.1077,0.7362,-0.0174
6.9200,0.3543,5.9942,-1.5780,-0.1094,0.7358,-0.0178
6.9400,0.3519,6.0090,-1.5784,-0.1111,0.7354,-0.0182
6.9600,0.3496,6.0238,-1.5787,-0.1127,0.7349,-0.0185
6.9800,0.3472,6.0385,-1.5791,-0.1144,0.7345,-0.0189
7.0000,0.3448,6.0533,-1.5795,-0.1161,0.7341,-0.0192
7.0200,0.3425,6.0681,-1.5799,-0.1178,0.7337,-0.0196
7.0400,0.3401,6.0828,-1.5803,-0.1195,0.7333,-0.0200
7.0600,0.3377,6.0976,-1.5806,-0.1211,0.7328,-0.0203
7.0800,0.3354,6.1124,-1.5810,-0.1228,0.7324,-0.0207
7.1000,0.3330,6.1270,-1.5814,-0.1228,0.7321,-0.0215
7.1200,0.3307,6.1416,-1.5820,-0.1205,0.7320,-0.0230
7.1400,0.3283,6.1562,-1.5825,-0.1182,0.7320,-0.0244
7.1600,0.3260,6.1707,-1.5830,-0.1159,0.7319,-0.0258
7.1800,0.3236,6.1853,-1.5835,-0.1136,0.7318,-0.0272
7.2000,0.3213,6.1999,-1.5840,-0.1113,0.7317,-0.0287
7.2200,0.3189,6.2144,-1.5845,-0.1090,0.7316,-0.0301
7.2400,0.3166,6.2290,-1.5850,-0.1067,0.7314,-0.0315
7.2600,0.3146,6.2436,-1.5855,-0.1016,0.7320,-0.0322
7.2800,0.3141,6.2584,-1.5861,-0.0847,0.7349,-0.0297
7.3000,0.3136,6.2732,-1.5866,-0.0678,0.7375,-0.0273
7.3200,0.3131,6.2880,-1.5872,-0.0508,0.7397,-0.0248
7.3400,0.3125,6.3028,-1.5877,-0.0338,0.7416,-0.0223
7.3600,0.3120,6.3176,-1.5883,-0.0166,0.7430,-0.0199
7.3800,0.3115,6.3324,-1.5888,0.0005,0.7440,-0.0174
7.4000,0.3110,6.3472,-1.5894,0.0178,0.7446,-0.0150
7.4200,0.3105,6.3620,-1.5899,0.0350,0.7448,-0.0125
7.4400,0.3099,6.3768,-1.5905,0.0522,0.7447,-0.0100
7.4600,0.3094,6.3916,-1.5911,0.0695,0.7441,-0.0076
7.4800,0.3089,6.4064,-1.5916,0.0868,0.7431,-0.0051
7.5000,0.3084,6.4212,-1.5922,0.1040,0.7417,-0.0027
7.5200,0.3137,6.4337,-1.5906,0.1447,0.7241,0.0145
7.5400,0.3195,6.4461,-1.5888,0.1852,0.7031,0.0327
7.5600,0.3253,6.4585,-1.5870,0.2238,0.6798,0.0510
7.5800,0.3311,6.4709,-1.5853,0.2602,0.6545,0.0692
7.6000,0.3368,6.4833,-1.5835,0.2944,0.6273,0.0874
7.6200,0.3426,6.4957,-1.5817,0.3263,0.5984,0.1057
7.6400,0.3484,6.5081,-1.5800,0.3557,0.5679,0.1239
7.6600,0.3542,6.5205,-1.5782,0.3827,0.5362,0.1421
7.6800,0.3599,6.5329,-1.5764,0.4073,0.5032,0.1604
7.7000,0.3657,6.5453,-1.5747,0.4292,0.4693,0.1786
7.7200,0.3715,6.5577,-1.5729,0.4486,0.4346,0.1968
7.7400,0.3773,6.5701,-1.5711,0.4653,0.3994,0.2151
7.7600,0.3859,6.5770,-1.5665,0.4859,0.3633,0.2334
7.7800,0.3973,6.5790,-1.5594,0.5095,0.3255,0.2519
7.8000,0.4086,6.5810,-1.5522,0.5302,0.2862,0.2704
7.8200,0.4199,6.5830,-1.5451,0.5479,0.2456,0.2888
7.8400,0.4312,6.5849,-1.5379,0.5624,0.2040,0.3073
7.8600,0.4425,6.5869,-1.5307,0.5739,0.1616,0.3258
7.8800,0.4539,6.5889,-1.5236,0.5822,0.1186,0.3442
7.9000,0.4652,6.5909,-1.5164,0.5872,0.0753,0.3627
7.9200,0.4765,6.5928,-1.5092,0.5891,0.0319,0.3812
7.9400,0.4878,6.5948,-1.5021,0.5877,-0.0114,0.3996
7.9600,0.4991,6.5968,-1.4949,0.5832,-0.0544,0.4181
7.9800,0.5104,6.5988,-1.4878,0.5756,-0.0967,0.4366
8.0000,0.5213,6.5987,-1.4798,0.5661,-0.1308,0.4508
8.0200,0.5313,6.5939,-1.4701,0.5582,-0.1477,0.4555
8.0400,0.5413,6.5891,-1.4605,0.5497,-0.1642,0.4601
8.0600,0.5513,6.5843,-1.4508,0.5408,-0.1804,0.4648
8.0800,0.5613,6.5794,-1.4411,0.5314,-0.1961,0.4694
8.1000,0.5712,6.5746,-1.4314,0.5216,-0.2114,0.4741
8.1200,0.5812,6.5698,-1.4218,0.5113,-0.2263,0.4788
8.1400,0.5912,6.5650,-1.4121,0.5006,-0.2408,0.4834
8.1600,0.6012,6.5602,-1.4024,0.4895,-0.2548,0.4881
8.1800,0.6112,6.5554,-1.3927,0.4780,-0.2683,0.4927
8.2000,0.6212,6.5506,-1.3831,0.4662,-0.2814,0.4974
8.2200,0.6311,6.5458,-1.3734,0.4540,-0.2940,0.5021
8.2400,0.6407,6.5406,-1.3635,0.4446,-0.3029,0.5060
8.2600,0.6493,6.5344,-1.3533,0.4423,-0.3043,0.5082
8.2800,0.6579,6.5283,-1.3430,0.4401,-0.3057,0.5105
8.3000,0.6665,6.5221,-1.3327,0.4378,-0.3071,0.5127
8.3200,0.6751,6.5159,-1.3225,0.4355,-0.3084,0.5150
8.3400,0.6837,6.5098,-1.3122,0.4332,-0.3098,0.5172
8.3600,0.6923,6.5036,-1.3019,0.4309,-0.3111,0.5194
8.3800,0.7009,6.4974,-1.2917,0.4286,-0.3124,0.5217
8.4000,0.7095,6.4913,-1.2813,0.4272,-0.3130,0.5235
8.4200,0.7182,6.4851,-1.2707,0.4280,-0.3116,0.5240
8.4400,0.7269,6.4789,-1.2601,0.4288,-0.3103,0.5246
8.4600,0.7356,6.4727,-1.2494,0.4296,-0.3089,0.5252
8.4800,0.7443,6.4665,-1.2388,0.4304,-0.3075,0.5257
8.5000,0.7530,6.4603,-1.2282,0.4312,-0.3062,0.5263
8.5200,0.7617,6.4541,-1.2175,0.4320,-0.3048,0.5269
8.5400,0.7704,6.4479,-1.2069,0.4328,-0.3034,0.5274
8.5600,0.7791,6.4417,-1.1963,0.4336,-0.3020,0.5280
8.5800,0.7878,6.4355,-1.1857,0.4343,-0.3007,0.5285
8.6000,0.7965,6.4293,-1.1750,0.4351,-0.2993,0.5291
8.6200,0.8051,6.4231,-1.1644,0.4359,-0.2979,0.5297
8.6400,0.8139,6.4172,-1.1539,0.4372,-0.2966,0.5292
8.6600,0.8227,6.4114,-1.1434,0.4388,-0.2953,0.5280
8.6800,0.8315,6.4056,-1.1329,0.4404,-0.2940,0.5267
8.7000,0.8402,6.3998,-1.1224,0.4420,-0.2927,0.5255
8.7200,0.8490,6.3940,-1.1119,0.4436,-0.2913,0.5243
8.7400,0.8578,6.3882,-1.1014,0.4452,-0.2900,0.5230
8.7600,0.8666,6.3825,-1.0910,0.4468,-0.2887,0.5218
8.7800,0.8754,6.3767,-1.0805,0.4485,-0.2873,0.5206
8.8000,0.8845,6.3708,-1.0702,0.4494,-0.2879,0.5181
8.8200,0.8937,6.3650,-1.0601,0.4500,-0.2891,0.5152
8.8400,0.9029,6.3591,-1.0499,0.4507,-0.2903,0.5122
8.8600,0.9120,6.3533,-1.0398,0.4513,-0.2915,0.5093
8.8800,0.9212,6.3474,-1.0296,0.4520,-0.2927,0.5064
8.9000,0.9304,6.3415,-1.0194,0.4526,-0.2939,0.5034
8.9200,0.9396,6.3357,-1.0093,0.4533,-0.2951,0.5005
8.9400,0.9488,6.3298,-0.9991,0.4539,-0.2963,0.4976
8.9600,0.9580,6.3240,-0.9890,0.4545,-0.2976,0.4947
8.9800,0.9672,6.3181,-0.9788,0.4552,-0.2988,0.4917
9.0000,0.9764,6.3123,-0.9687,0.4558,-0.3000,0.4888
9.0200,0.9856,6.3064,-0.9586,0.4563,-0.3015,0.4858
9.0400,0.9945,6.3000,-0.9492,0.4547,-0.3068,0.4812
9.0600,1.0035,6.2937,-0.9399,0.4531,-0.3122,0.4767
9.0800,1.0124,6.2873,-0.9305,0.4514,-0.3176,0.4721
9.1000,1.0214,6.2809,-0.9212,0.4496,-0.3230,0.4676
9.1200,1.0303,6.2746,-0.9119,0.4478,-0.3283,0.4630
9.1400,1.0393,6.2682,-0.9025,0.4459,-0.3337,0.4585
9.1600,1.0482,6.2619,-0.8932,0.4439,-0.3390,0.4539
9.1800,1.0571,6.2553,-0.8840,0.4415,-0.3451,0.4492
9.2000,1.0654,6.2473,-0.8756,0.4358,-0.3561,0.4435
9.2200,1.0736,6.2392,-0.8672,0.4298,-0.3671,0.4378
9.2400,1.0819,6.2312,-0.8588,0.4236,-0.3779,0.4321
9.2600,1.0901,6.2231,-0.8504,0.4171,-0.3886,0.4264
9.2800,1.0984,6.2151,-0.8420,0.4103,-0.3993,0.4207
9.3000,1.1067,6.2071,-0.8336,0.4032,-0.4098,0.4150
9.3200,1.1149,6.1990,-0.8252,0.3959,-0.4202,0.4093
9.3400,1.1232,6.1910,-0.8168,0.3884,-0.4305,0.4036
9.3600,1.1314,6.1830,-0.8084,0.3805,-0.4406,0.3979
9.3800,1.1397,6.1749,-0.8000,0.3725,-0.4506,0.3922
9.4000,1.1479,6.1669,-0.7916,0.3641,-0.4605,0.3865
9.4200,1.1557,6.1582,-0.7835,0.3556,-0.4706,0.3805
9.4400,1.1618,6.1479,-0.7765,0.3468,-0.4814,0.3734
9.4600,1.1680,6.1376,-0.7695,0.3377,-0.4920,0.3664
9.4800,1.1742,6.1273,-0.7625,0.3283,-0.5025,0.3593
9.5000,1.1804,6.1170,-0.7555,0.3187,-0.5128,0.3522
9.5200,1.1866,6.1067,-0.7484,0.3087,-0.5230,0.3452
9.5400,1.1928,6.0964,-0.7414,0.2984,-0.5329,0.3381
9.5600,1.1990,6.0861,-0.7344,0.2878,-0.5427,0.3310
9.5800,1.2052,6.0758,-0.7274,0.2769,-0.5522,0.3240
9.6000,1.2108,6.0647,-0.7210,0.2700,-0.5592,0.3174
9.6200,1.2159,6.0532,-0.7150,0.2658,-0.5645,0.3111
9.6400,1.2210,6.0416,-0.7090,0.2615,-0.5699,0.3047
9.6600,1.2261,6.0301,-0.7031,0.2571,-0.5752,0.2984
9.6800,1.2312,6.0186,-0.6971,0.2527,-0.5804,0.2921
9.7000,1.2363,6.0070,-0.6911,0.2481,-0.5857,0.2858
9.7200,1.2414,5.9955,-0.6851,0.2435,-0.5908,0.2794
9.7400,1.2463,5.9837,-0.6796,0.2409,-0.5946,0.2736
9.7600,1.2510,5.9717,-0.6743,0.2395,-0.5975,0.2680
9.7800,1.2558,5.9597,-0.6691,0.2382,-0.6003,0.2625
9.8000,1.2605,5.9477,-0.6638,0.2368,-0.6032,0.2569
9.8200,1.2652,5.9357,-0.6586,0.2355,-0.6060,0.2513
9.8400,1.2700,5.9235,-0.6536,0.2352,-0.6085,0.2462
9.8600,1.2747,5.9113,-0.6488,0.2355,-0.6107,0.2413
9.8800,1.2794,5.8990,-0.6440,0.2359,-0.6130,0.2364
9.9000,1.2841,5.8868,-0.6392,0.2362,-0.6152,0.2315
9.9200,1.2888,5.8745,-0.6347,0.2370,-0.6170,0.2267
9.9400,1.2936,5.8621,-0.6303,0.2379,-0.6186,0.2220
9.9600,1.2983,5.8497,-0.6259,0.2389,-0.6202,0.2173
9.9800,1.3031,5.8373,-0.6214,0.2399,-0.6218,0.2126
10.0000,1.3080,5.8248,-0.6174,0.2412,-0.6230,0.2081
10.0200,1.3128,5.8123,-0.6133,0.2425,-0.6241,0.2036
10.0400,1.3177,5.7999,-0.6092,0.2439,-0.6252,0.1991
10.0600,1.3225,5.7874,-0.6051,0.2452,-0.6264,0.1946
10.0800,1.3275,5.7748,-0.6015,0.2469,-0.6276,0.1905
10.1000,1.3325,5.7622,-0.5978,0.2485,-0.6289,0.1864
10.1200,1.3374,5.7496,-0.5941,0.2502,-0.6301,0.1823
10.1400,1.3424,5.7371,-0.5904,0.2519,-0.6314,0.1782
10.1600,1.3474,5.7244,-0.5868,0.2535,-0.6323,0.1741
10.1800,1.3526,5.7117,-0.5836,0.2548,-0.6326,0.1701
10.2000,1.3578,5.6991,-0.5803,0.2561,-0.6329,0.1660
10.2200,1.3629,5.6864,-0.5771,0.2574,-0.6332,0.1620
10.2400,1.3681,5.6737,-0.5738,0.2587,-0.6335,0.1579
10.2600,1.3733,5.6610,-0.5706,0.2600,-0.6338,0.1539
10.2800,1.3784,5.6483,-0.5673,0.2613,-0.6341,0.1499
10.3000,1.3837,5.6356,-0.5645,0.2628,-0.6351,0.1466
10.3200,1.3890,5.6228,-0.5618,0.2642,-0.6364,0.1437
10.3400,1.3944,5.6101,-0.5591,0.2657,-0.6376,0.1409
10.3600,1.3997,5.5974,-0.5564,0.2672,-0.6389,0.1380
10.3800,1.4050,5.5847,-0.5537,0.2687,-0.6402,0.1351
10.4000,1.4104,5.5719,-0.5510,0.2702,-0.6415,0.1322
10.4200,1.4157,5.5592,-0.5483,0.2717,-0.6427,0.1293
10.4400,1.4210,5.5465,-0.5456,0.2732,-0.6440,0.1265
10.4600,1.4265,5.5336,-0.5431,0.2745,-0.6450,0.1239
10.4800,1.4321,5.5205,-0.5408,0.2752,-0.6455,0.1218
10.5000,1.4378,5.5075,-0.5386,0.2760,-0.6460,0.1197
10.5200,1.4434,5.4944,-0.5363,0.2768,-0.6466,0.1177
10.5400,1.4491,5.4813,-0.5341,0.2776,-0.6471,0.1156
10.5600,1.4547,5.4682,-0.5318,0.2783,-0.6476,0.1135
10.5800,1.4604,5.4551,-0.5295,0.2791,-0.6482,0.1115
10.6000,1.4660,5.4420,-0.5273,0.2799,-0.6487,0.1094
10.6200,1.4717,5.4289,-0.5250,0.2807,-0.6492,0.1073
10.6400,1.4773,5.4158,-0.5227,0.2814,-0.6498,0.1052
10.6600,1.4830,5.4027,-0.5205,0.2822,-0.6503,0.1032
10.6800,1.4886,5.3897,-0.5182,0.2830,-0.6508,0.1011
10.7000,1.4943,5.3766,-0.5160,0.2838,-0.6514,0.0990
10.7200,1.4999,5.3636,-0.5141,0.2841,-0.6517,0.0978
10.7400,1.5056,5.3506,-0.5122,0.2844,-0.6521,0.0967
10.7600,1.5113,5.3376,-0.5104,0.2847,-0.6525,0.0956
10.7800,1.5170,5.3246,-0.5086,0.2850,-0.6529,0.0945
10.8000,1.5226,5.3117,-0.5067,0.2853,-0.6533,0.0933
10.8200,1.5283,5.2987,-0.5049,0.2856,-0.6536,0.0922
10.8400,1.5340,5.2857,-0.5031,0.2859,-0.6540,0.0911
10.8600,1.5396,5.2727,-0.5012,0.2862,-0.6544,0.0900
10.8800,1.5454,5.2596,-0.4994,0.2864,-0.6546,0.0893
10.9000,1.5511,5.2464,-0.4976,0.2865,-0.6547,0.0890
10.9200,1.5569,5.2332,-0.4958,0.2865,-0.6547,0.0888
10.9400,1.5627,5.2199,-0.4940,0.2866,-0.6548,0.0886
10.9600,1.5685,5.2067,-0.4923,0.2866,-0.6549,0.0884
10.9800,1.5743,5.1935,-0.4905,0.2866,-0.6549,0.0881
11.0000,1.5801,5.1802,-0.4887,0.2867,-0.6550,0.0879
11.0200,1.5859,5.1670,-0.4869,0.2867,-0.6550,0.0877
11.0400,1.5917,5.1538,-0.4851,0.2868,-0.6551,0.0875
11.0600,1.5975,5.1405,-0.4833,0.2868,-0.6551,0.0872
11.0800,1.6033,5.1273,-0.4815,0.2869,-0.6552,0.0870
11.1000,1.6091,5.1141,-0.4797,0.2869,-0.6552,0.0868
11.1200,1.6149,5.1009,-0.4779,0.2869,-0.6553,0.0866
11.1400,1.6206,5.0878,-0.4762,0.2866,-0.6551,0.0874
11.1600,1.6263,5.0748,-0.4744,0.2863,-0.6549,0.0883
11.1800,1.6320,5.0618,-0.4727,0.2860,-0.6547,0.0891
11.2000,1.6376,5.0488,-0.4709,0.2857,-0.6545,0.0900
11.2200,1.6433,5.0358,-0.4692,0.2854,-0.6543,0.0909
11.2400,1.6490,5.0228,-0.4674,0.2851,-0.6541,0.0917
11.2600,1.6547,5.0098,-0.4657,0.2848,-0.6539,0.0926
11.2800,1.6603,4.9968,-0.4639,0.2844,-0.6537,0.0935
11.3000,1.6660,4.9837,-0.4619,0.2840,-0.6531,0.0953
11.3200,1.6717,4.9706,-0.4597,0.2835,-0.6520,0.0982
11.3400,1.6774,4.9576,-0.4575,0.2830,-0.6510,0.1011
11.3600,1.6831,4.9445,-0.4552,0.2825,-0.6499,0.1041
11.3800,1.6887,4.9314,-0.4530,0.2819,-0.6489,0.1070
11.4000,1.6944,4.9183,-0.4508,0.2814,-0.6478,0.1099
11.4200,1.7001,4.9052,-0.4485,0.2809,-0.6467,0.1128
11.4400,1.7058,4.8921,-0.4463,0.2803,-0.6457,0.1158
11.4600,1.7115,4.8790,-0.4441,0.2798,-0.6446,0.1187
11.4800,1.7171,4.8659,-0.4418,0.2793,-0.6435,0.1216
11.5000,1.7228,4.8528,-0.4396,0.2788,-0.6425,0.1245
11.5200,1.7285,4.8397,-0.4374,0.2782,-0.6414,0.1275
11.5400,1.7342,4.8266,-0.4351,0.2777,-0.6403,0.1304
11.5600,1.7396,4.8140,-0.4321,0.2769,-0.6383,0.1359
11.5800,1.7451,4.8015,-0.4291,0.2761,-0.6362,0.1415
11.6000,1.7505,4.7889,-0.4261,0.2753,-0.6342,0.1471
11.6200,1.7560,4.7764,-0.4231,0.2745,-0.6321,0.1527
11.6400,1.7614,4.7638,-0.4201,0.2737,-0.6301,0.1583
11.6600,1.7669,4.7513,-0.4171,0.2729,-0.6280,0.1639
11.6800,1.7723,4.7387,-0.4140,0.2721,-0.6259,0.1695
11.7000,1.7778,4.7262,-0.4110,0.2713,-0.6239,0.1751
11.7200,1.7831,4.7137,-0.4073,0.2694,-0.6218,0.1819
11.7400,1.7883,4.7014,-0.4027,0.2662,-0.6197,0.1900
11.7600,1.7935,4.6891,-0.3981,0.2631,-0.6177,0.1982
11.7800,1.7987,4.6768,-0.3936,0.2599,-0.6155,0.2063
11.8000,1.8039,4.6645,-0.3890,0.2568,-0.6134,0.2144
11.8200,1.8090,4.6522,-0.3844,0.2537,-0.6113,0.2226
11.8400,1.8142,4.6399,-0.3798,0.2505,-0.6091,0.2307
11.8600,1.8194,4.6276,-0.3753,0.2475,-0.6070,0.2389
11.8800,1.8246,4.6153,-0.3707,0.2444,-0.6048,0.2470
11.9000,1.8298,4.6030,-0.3661,0.2413,-0.6026,0.2552
11.9200,1.8349,4.5907,-0.3615,0.2383,-0.6004,0.2633
11.9400,1.8401,4.5784,-0.3570,0.2353,-0.5982,0.2715
11.9600,1.8453,4.5661,-0.3524,0.2322,-0.5960,0.2796
11.9800,1.8493,4.5543,-0.3461,0.2232,-0.5964,0.2886
12.0000,1.8532,4.5425,-0.3397,0.2140,-0.5968,0.2977
12.0200,1.8571,4.5308,-0.3334,0.2049,-0.5970,0.3067
12.0400,1.8610,4.5190,-0.3270,0.1957,-0.5971,0.3157
12.0600,1.8649,4.5072,-0.3206,0.1866,-0.5970,0.3248
12.0800,1.8688,4.4954,-0.3143,0.1776,-0.5969,0.3338
12.1000,1.8727,4.4837,-0.3079,0.1686,-0.5965,0.3429
12.1200,1.8767,4.4719,-0.3015,0.1596,-0.5961,0.3519
12.1400,1.8799,4.4600,-0.2948,0.1487,-0.5967,0.3595
12.1600,1.8811,4.4478,-0.2869,0.1319,-0.6002,0.3629
12.1800,1.8822,4.4356,-0.2791,0.1150,-0.6033,0.3662
12.2000,1.8834,4.4234,-0.2712,0.0981,-0.6060,0.3696
12.2200,1.8846,4.4113,-0.2634,0.0811,-0.6081,0.3730
12.2400,1.8858,4.3991,-0.2555,0.0641,-0.6098,0.3764
12.2600,1.8870,4.3869,-0.2476,0.0470,-0.6110,0.3797
12.2800,1.8882,4.3747,-0.2398,0.0299,-0.6118,0.3831
12.3000,1.8893,4.3625,-0.2319,0.0129,-0.6120,0.3865
12.3200,1.8905,4.3503,-0.2241,-0.0042,-0.6118,0.3899
12.3400,1.8917,4.3381,-0.2162,-0.0213,-0.6111,0.3932
12.3600,1.8929,4.3259,-0.2083,-0.0383,-0.6099,0.3966
12.3800,1.8941,4.3137,-0.2005,-0.0553,-0.6083,0.4000
12.4000,1.8917,4.3019,-0.1930,-0.0770,-0.6064,0.3947
12.4200,1.8883,4.2902,-0.1856,-0.1001,-0.6039,0.3869
12.4400,1.8849,4.2786,-0.1782,-0.1231,-0.6004,0.3790
12.4600,1.8814,4.2669,-0.1708,-0.1459,-0.5960,0.3711
12.4800,1.8780,4.2552,-0.1634,-0.1687,-0.5908,0.3633
12.5000,1.8746,4.2435,-0.1560,-0.1912,-0.5847,0.3554
12.5200,1.8712,4.2318,-0.1486,-0.2135,-0.5778,0.3476
12.5400,1.8678,4.2201,-0.1412,-0.2356,-0.5700,0.3397
12.5600,1.8643,4.2084,-0.1338,-0.2574,-0.5613,0.3319
12.5800,1.8609,4.1967,-0.1264,-0.2788,-0.5518,0.3240
12.6000,1.8543,4.1861,-0.1206,-0.2982,-0.5463,0.3120
12.6200,1.8473,4.1756,-0.1151,-0.3172,-0.5409,0.2994
12.6400,1.8402,4.1652,-0.1095,-0.3361,-0.5348,0.2867
12.6600,1.8331,4.1547,-0.1040,-0.3550,-0.5280,0.2741
12.6800,1.8261,4.1442,-0.0984,-0.3738,-0.5206,0.2615
12.7000,1.8190,4.1338,-0.0929,-0.3924,-0.5125,0.2489
12.7200,1.8119,4.1233,-0.0873,-0.4109,-0.5037,0.2362
12.7400,1.8035,4.1133,-0.0828,-0.4251,-0.4984,0.2238
12.7600,1.7944,4.1035,-0.0789,-0.4375,-0.4946,0.2114
12.7800,1.7854,4.0938,-0.0749,-0.4498,-0.4906,0.1990
12.8000,1.7763,4.0840,-0.0710,-0.4621,-0.4862,0.1866
12.8200,1.7672,4.0742,-0.0670,-0.4744,-0.4816,0.1742
12.8400,1.7580,4.0645,-0.0633,-0.4858,-0.4768,0.1619
12.8600,1.7479,4.0552,-0.0607,-0.4915,-0.4729,0.1501
12.8800,1.7378,4.0459,-0.0581,-0.4972,-0.4690,0.1383
12.9000,1.7277,4.0365,-0.0555,-0.5028,-0.4649,0.1265
12.9200,1.7177,4.0272,-0.0528,-0.5085,-0.4609,0.1146
12.9400,1.7076,4.0179,-0.0502,-0.5140,-0.4567,0.1028
12.9600,1.6972,4.0087,-0.0483,-0.5194,-0.4554,0.0946
12.9800,1.6865,3.9997,-0.0470,-0.5247,-0.4564,0.0893
13.0000,1.6758,3.9907,-0.0457,-0.5300,-0.4575,0.0841
13.0200,1.6651,3.9816,-0.0443,-0.5354,-0.4584,0.0789
13.0400,1.6544,3.9726,-0.0430,-0.5407,-0.4594,0.0736
13.0600,1.6437,3.9636,-0.0416,-0.5461,-0.4603,0.0684
13.0800,1.6330,3.9546,-0.0403,-0.5514,-0.4612,0.0632
13.1000,1.6224,3.9455,-0.0390,-0.5568,-0.4620,0.0579
13.1200,1.6115,3.9364,-0.0376,-0.5608,-0.4625,0.0546
13.1400,1.6000,3.9270,-0.0362,-0.5594,-0.4618,0.0582
13.1600,1.5886,3.9175,-0.0348,-0.5580,-0.4610,0.0619
13.1800,1.5771,3.9081,-0.0333,-0.5566,-0.4602,0.0656
13.2000,1.5657,3.8986,-0.0319,-0.5552,-0.4595,0.0692
13.2200,1.5542,3.8891,-0.0305,-0.5538,-0.4587,0.0729
13.2400,1.5427,3.8797,-0.0291,-0.5524,-0.4580,0.0766
13.2600,1.5313,3.8702,-0.0276,-0.5510,-0.4572,0.0802
13.2800,1.5198,3.8608,-0.0262,-0.5497,-0.4564,0.0839
13.3000,1.5084,3.8513,-0.0248,-0.5483,-0.4557,0.0875
13.3200,1.4969,3.8419,-0.0234,-0.5469,-0.4549,0.0912
13.3400,1.4854,3.8324,-0.0220,-0.5455,-0.4541,0.0949
13.3600,1.4740,3.8230,-0.0205,-0.5441,-0.4534,0.0985
13.3800,1.4659,3.8162,-0.0190,-0.4464,-0.4951,0.0937
13.4000,1.4592,3.8105,-0.0174,-0.3125,-0.5238,0.0858
13.4200,1.4524,3.8048,-0.0158,-0.1856,-0.5213,0.0778
13.4400,1.4456,3.7991,-0.0142,-0.0724,-0.4914,0.0698
13.4600,1.4388,3.7934,-0.0126,0.0217,-0.4395,0.0619
13.4800,1.4320,3.7876,-0.0110,0.0931,-0.3720,0.0539
13.5000,1.4253,3.7819,-0.0094,0.1395,-0.2955,0.0460
13.5200,1.4185,3.7762,-0.0078,0.1606,-0.2172,0.0380
13.5400,1.4117,3.7705,-0.0063,0.1579,-0.1437,0.0300
13.5600,1.4049,3.7648,-0.0047,0.1344,-0.0810,0.0221
13.5800,1.3982,3.7591,-0.0031,0.0943,-0.0341,0.0141
13.6000,1.3914,3.7533,-0.0015,0.0431,-0.0066,0.0061
13.6154,1.3862,3.7489,-0.0003,0.0000,-0.0000,-0.0000
